Id unique,Engagement,Source promesse,Détail promesse,Verdict,Détail verdict,Timing,Détail timing,Thématique,Auteur annonce
716,"<p>Stabiliser les effectifs de la Fonction publique d&#39;Etat</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.lepoint.fr/societe/gaz-de-schiste-sept-demandes-de-permis-vont-etre-rejetees-14-09-2012-1506211_23.php"" target=""_blank"">François Hollande lors de la conférence environnementale, le 14 septembre 2012</a>.</p>
<p>Avant le 1er tour de l&#39;élection présidentielle, le candidat Hollande avait indiqué <a href=""http://www.scribd.com/doc/106372399"" target=""_blank"">dans une réponse au Collectif 07 Stop au gaz de schiste</a> qu&#39;il était, <em>&quot;en l&#39;état actuel [...] pour l&#39;interdiction claire et nette de l&#39;exploitation des gaz et huiles de schistes&quot;</em>.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
1087,"<p>&quot;Je propose de généraliser à l&#39;horizon de 2017 l&#39;accès à une couverture complémentaire de qualité&quot;</p>
",annonces,"<p>Source : <a href=""http://www.lepoint.fr/societe/gaz-de-schiste-sept-demandes-de-permis-vont-etre-rejetees-14-09-2012-1506211_23.php"" target=""_blank"">François Hollande lors de la conférence environnementale, le 14 septembre 2012</a>.</p>
<p>Avant le 1er tour de l&#39;élection présidentielle, le candidat Hollande avait indiqué <a href=""http://www.scribd.com/doc/106372399"" target=""_blank"">dans une réponse au Collectif 07 Stop au gaz de schiste</a> qu&#39;il était, <em>&quot;en l&#39;état actuel [...] pour l&#39;interdiction claire et nette de l&#39;exploitation des gaz et huiles de schistes&quot;</em>.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
1129,"<p>Recruter des imams supplémentaires dans les prisons dans les mêmes proportions en 2013 et 2014</p>
",annonces,"<p>Source : <a href=""http://www.lepoint.fr/societe/gaz-de-schiste-sept-demandes-de-permis-vont-etre-rejetees-14-09-2012-1506211_23.php"" target=""_blank"">François Hollande lors de la conférence environnementale, le 14 septembre 2012</a>.</p>
<p>Avant le 1er tour de l&#39;élection présidentielle, le candidat Hollande avait indiqué <a href=""http://www.scribd.com/doc/106372399"" target=""_blank"">dans une réponse au Collectif 07 Stop au gaz de schiste</a> qu&#39;il était, <em>&quot;en l&#39;état actuel [...] pour l&#39;interdiction claire et nette de l&#39;exploitation des gaz et huiles de schistes&quot;</em>.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
1156,"<p>La mise en place d&#39;un forfait mineur contraception</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.lepoint.fr/societe/gaz-de-schiste-sept-demandes-de-permis-vont-etre-rejetees-14-09-2012-1506211_23.php"" target=""_blank"">François Hollande lors de la conférence environnementale, le 14 septembre 2012</a>.</p>
<p>Avant le 1er tour de l&#39;élection présidentielle, le candidat Hollande avait indiqué <a href=""http://www.scribd.com/doc/106372399"" target=""_blank"">dans une réponse au Collectif 07 Stop au gaz de schiste</a> qu&#39;il était, <em>&quot;en l&#39;état actuel [...] pour l&#39;interdiction claire et nette de l&#39;exploitation des gaz et huiles de schistes&quot;</em>.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
1162,"<p>&quot;Je m&#39;engage sur le principe : plus d&#39;enseignants que de classes&quot;</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.lepoint.fr/societe/gaz-de-schiste-sept-demandes-de-permis-vont-etre-rejetees-14-09-2012-1506211_23.php"" target=""_blank"">François Hollande lors de la conférence environnementale, le 14 septembre 2012</a>.</p>
<p>Avant le 1er tour de l&#39;élection présidentielle, le candidat Hollande avait indiqué <a href=""http://www.scribd.com/doc/106372399"" target=""_blank"">dans une réponse au Collectif 07 Stop au gaz de schiste</a> qu&#39;il était, <em>&quot;en l&#39;état actuel [...] pour l&#39;interdiction claire et nette de l&#39;exploitation des gaz et huiles de schistes&quot;</em>.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
1185,"<p>Dix mesures contre le crime organisé en Corse</p>
",annonces,"<p>Après <a href=""http://www.lemonde.fr/societe/article/2012/10/16/un-des-ex-avocats-de-colonna-tue-par-balle-a-ajaccio_1775975_3224.html"" target=""_blank"">l&#39;assassinat du célèbre avocat</a> Antoine Sollacaro le 16 octobre, Jean-Marc Ayrault annonce le 22 octobre <a href=""http://www.gouvernement.fr/premier-ministre/declaration-du-premier-ministre-sur-la-lutte-contre-la-criminalite-en-corse"" target=""_blank"">son plan</a> d&#39;action en 10 mesures :</p>
<p>- Création d&rsquo;une cellule interministérielle de coordination, animée par le cabinet du Premier ministre pour décider des missions d&#39;inspection et de soutien au préfet de Corse. Les projets immobiliers feront l&#39;objet d&#39;une attention particulière.</p>
<p>- Examen de la situation par le prochain comité ministériel de veille stratégique de lutte contre la fraude. Il formulera des propositions pour améliorer la lutte contre la fraude.</p>
<p>- Renforcement des moyens du Groupement d&rsquo;intervention régional (GIR), dans le but notamment de détecter les patrimoines et mouvements financiers anormaux.</p>
<p>- Renforcement des moyens de police judiciaire spécialisés dans la lutte contre la délinquance économique et financière.</p>
<p>- Création d&rsquo;un groupe de travail permanent dédié à la Corse au sein de la DCPJ.</p>
<p>- Renforcement de la coordination des services de sécurité intérieure en Corse (CSSI).</p>
<p>- Adoption d&rsquo;une circulaire de politique pénale fixant les orientations spécifiques à la Corse.</p>
<p>- Institution de réunions de régulation judiciaire entre les parquets d&rsquo;Ajaccio et Bastia.</p>
<p>- Amélioration des délais de traitement des dossiers dans les affaires liées au grand banditisme.</p>
<p>- Renforcement de la sévérité et des moyens dans la lutte contre les procédés intimidation.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
1211,"<p>Ouvrir les jardins de l&#39;Elysée au public le dernier dimanche de chaque mois</p>
",annonces,"<p>Source : <a href=""http://www.elysee.fr/president/les-actualites/communiques-de-presse/2012/communique-journees-du-patrimoine.13908.html"" target=""_blank"">communiqué de l&#39;Elysée</a> daté du 13 septembre 2012.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
1391,"<p>Organiser une conférence de presse tous les six mois pour expliquer sa politique</p>
",Engagements oraux de campagne,"<p>Source : François Hollande&nbsp;<a href=""http://www.lejdd.fr/Election-presidentielle-2012/Actualite/Hollande-donnera-une-conference-de-presse-tous-les-six-mois-501422"" target=""_blank"">sur I-Télé</a>&nbsp;le 10 avril 2012.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
1776,"<p>&quot;Le programme de François Hollande ne prévoit&nbsp;pas d&#39;augmentation de TVA pour 2012 et 2013&quot;</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.lejdd.fr/Politique/Actualite/Pas-de-hausse-de-la-TVA-en-2012-et-2013-annonce-Jerome-Cahuzac-523779"" target=""_blank"">le ministre du Budget Jérôme Cahuzac, le 2 juillet 2012</a>, balayant la proposition de la Cour des comptes d&#39;augmenter la TVA.</p>
<p>Pendant la campagne présidentielle, le 30 janvier 2012, François Hollande <a href=""http://www.lemonde.fr/election-presidentielle-2012/article/2012/01/30/hollande-juge-l-augmentation-de-la-tva-injuste-infondee-et-improvisee_1636561_1471069.html"" target=""_blank"">avait indiqué</a> que l&#39;augmentation de la TVA était&nbsp;<em>&quot;inopportune, injuste, infondée et improvisée&quot;</em>, en référence à <a href=""http://www.luipresident.fr/engagement/abrogation-tva-sociale-251"" target=""_blank"">la TVA sociale votée par le gouvernement Fillon</a> (abrogée depuis). <em>&quot;<strong>C&#39;est inopportun d&#39;augmenter la TVA au moment même où la croissance se ralentit&quot;</strong></em>, avait-il déclaré, précisant que <strong><em>&quot;la compétitivité n&#39;est qu&#39;un faux prétexte&quot;</em></strong>.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
1887,"<p>Mettre un terme à la &quot;politique du thermomètre&quot; en cessant de fermer des centres d&#39;hébegement pour sans domicile fixe à la fin de la période hivernale.</p>
",annonces,"<p>&nbsp;</p>
<p>Source : Engagement pris par Jean-Marc Ayrault <a href=""http://www.huffingtonpost.fr/2012/11/01/hebergement-des-sdf-diffe_n_2057683.html"" target=""_blank"">le 1er novembre 2012</a> à Créteil.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
1889,"<p>Plan d&#39;action global contre la criminalité à Marseille</p>
",annonces,"<p>Source : <a href=""http://www.leparisien.fr/marseille-13000/violences-a-marseille-les-mesures-d-urgence-a-l-etude-06-09-2012-2153096.php"" target=""_blank"">Jean-Marc Ayrault à l&#39;issue du comité interministériel sur Marseille, le 6 septembre 2012</a>.</p>
<p>Le plan comprend :</p>
<ol style="""">
	<li>L&#39;envoi de 205 policiers et gendarmes dans la ville</li>
	<li>La création d&#39;une nouvelle ZSP (zone de sécurité prioritaire) dans les quartiers sud, début 2013</li>
	<li>La création d&#39;une préfecture de police de plein droit pour&nbsp;les Bouches-du-Rhône</li>
	<li>La mise en place d&#39;une grande métropole européenne, regroupant les six intercommunalités actuelles</li>
	<li><a href=""http://www.luipresident.fr/engagement/accueil-en-maternelle-34"" target=""_blank"">Le doublement de l&#39;accueil des enfants de moins de 3 ans à l&#39;école</a></li>
	<li>La mobilisation des services fiscaux pour lutter contre l&#39;économie de la drogue</li>
	<li>Accélération de la rénovation urbaine (notamment l&#39;achèvement en 2016 du chantier de l&#39;autoroute L2)</li>
	<li>Augmentation des moyens de l&#39;administration pénitentiaire, du parquet et des éducateurs en milieu ouvert pour la délinquance des mineurs</li>
	<li>Regroupement des procédures d&#39;assassinats liées à la délinquance des cités au sein de la Jirs (Juridiction interrégionale spécialisée, chargée de la lutte contre la criminalité organisée)</li>
	<li>Recrutement de 4 nouveaux&nbsp;magistrats du parquet, un juge d&#39;instruction, un juge des enfants, des assistants de justice, des&nbsp;assistants spécialisés au parquet et&nbsp;4 éducateurs supplémentaires en milieu ouvert</li>
	<li>Création d&#39;un centre éducatif fermé&nbsp;à Marseille.</li>
	<li>Augmentation de la Dotation de solidarité urbaine (DSU) de&nbsp;51,6 (2012) à&nbsp;58,7 millions d&#39;euros (2013).</li>
</ol>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
1890,"<p>Inscrire la règle d&#39;or budgétaire dans une loi organique plutôt que dans la Constitution</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.europe1.fr/Politique/Hollande-toujours-oppose-a-la-regle-d-or-1054387/"" target=""_blank"">conférence de presse de François Hollande, le 25 avril 2012</a>.</p>
<p>Le candidat Hollande réaffirme son opposition à une règle d&#39;or constitutionnelle, indiquant qu&#39;il s&#39;en tiendra à une loi organique pour respecter l&#39;obligation d&#39;équilibre budgétaire du <a href=""http://www.luipresident.fr/engagement/renegocier-traite-europeen-en-privilegiant-croissance-et-lemploi-et-en-reorientant-role"" target=""_blank"">traité européen</a>.</p>
<p>Cela permet de se passer de la majorité des trois cinquièmes requise par la révision constitutionnelle, en votant la règle d&#39;or à la majorité simple.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
1891,"<p>Mettre en place des mesures pour relancer la compétitivité en France.</p>
",annonces,"<p>Source : François Hollande <a href=""http://lci.tf1.fr/politique/francois-hollande-se-donne-deux-ans-pour-redresser-la-france-7512589.html"" target=""_blank"">fait l&#39;annonce</a> de mesures de compétitivité sur le plateau de TF1 le 9 septembre 2012.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
2754,"<p>Limiter l&#39;installation de médecins en secteur 2 (honoraires libres) dans les zones déjà sur-dotées</p>
",ecrites,"<p>Source : François Hollande <a href=""http://lci.tf1.fr/politique/francois-hollande-se-donne-deux-ans-pour-redresser-la-france-7512589.html"" target=""_blank"">fait l&#39;annonce</a> de mesures de compétitivité sur le plateau de TF1 le 9 septembre 2012.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
2763,"<p>Augmentation de l&#39;ordre de 3% par an des dépenses de l&#39;assurance maladie (Ondam) pour permettre à l&#39;hôpital public de fonctionner</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.challenges.fr/social/20120410.FAP2510/hollande-prevoit-une-hausse-de-3-du-budget-de-l-assurance-maladie.html"" target=""_blank"">François Hollande sur iTélé, le 10 avril 2012</a>.</p>
<p>Regardez à partir de 15&#39;30 :</p>
<p><iframe frameborder=""0"" height=""180"" src=""http://www.dailymotion.com/embed/video/xq14h9?highlight=%23FF0B00"" width=""320""></iframe><br />
	&nbsp;</p>
<p><em>L&#39;Ondam est l&#39;Objectif national des dépenses d&#39;assurance maladie.</em></p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
2764,"<p>Proposer une loi en cas d&#39;échec des négociations de Google avec les éditeurs de presse</p>
",annonces,"<p>Source : <a href=""http://www.latribune.fr/technos-medias/medias/20121029trib000727862/lex-google-francois-hollande-menace-google-d-une-loi.html"" target=""_blank"">François Hollande à l&#39;issue de sa rencontre avec le PDG de Google Eric Schmidt, le 29 octobre 2012</a>.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
2807,"<p>Supprimer la Cour de justice de la République (CJR)</p>
",Engagements oraux de campagne,"<p>Source : François Hollande<a href=""http://www.lefigaro.fr/flash-actu/2012/02/06/97001-20120206FILWWW00604-hollande-pour-la-suppression-de-la-cjr.php"" target=""_blank""> a annoncé cette mesure</a> lors d&#39;un déplacement à Dijon sur le thème de la justice, le 6 février 2012.</p>
<p>La Cour de justice de la République est la juridiction qui peut juger les infractions des ministres en fonction.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
2808,"<p>Effort de solidarité sans précédent en faveur des communes les plus fragiles, dont Sevran</p>
",annonces,"<p>Source : <a href=""http://www.lepoint.fr/politique/sevran-le-gouvernement-evoque-un-effort-sans-precedent-en-2013-10-11-2012-1527502_20.php"" target=""_blank"">communiqué de presse du 10 novembre 2012 de Marylise Branchu (Réforme de l&#39;État) et Anne-Marie Escoffier (Décentralisation)</a>.</p>
<p>Cette annonce intervient <a href=""http://www.lepoint.fr/politique/sevran-le-gouvernement-evoque-un-effort-sans-precedent-en-2013-10-11-2012-1527502_20.php"" target=""_blank"">à la suite d&#39;une grève de la faim de Stéphane Gatignon</a>, maire de Sevran. Il réclamait une aide exceptionnelle de 5 millions d&#39;euros.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
2810,"<p>Un changement des règles de parrainage pour l&#39;élection présidentielle</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.lepoint.fr/politique/sevran-le-gouvernement-evoque-un-effort-sans-precedent-en-2013-10-11-2012-1527502_20.php"" target=""_blank"">communiqué de presse du 10 novembre 2012 de Marylise Branchu (Réforme de l&#39;État) et Anne-Marie Escoffier (Décentralisation)</a>.</p>
<p>Cette annonce intervient <a href=""http://www.lepoint.fr/politique/sevran-le-gouvernement-evoque-un-effort-sans-precedent-en-2013-10-11-2012-1527502_20.php"" target=""_blank"">à la suite d&#39;une grève de la faim de Stéphane Gatignon</a>, maire de Sevran. Il réclamait une aide exceptionnelle de 5 millions d&#39;euros.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
